artist,artist_id,popularity,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Misfits,1cXi8ALPQCBHZbf0EgP4Ey,31,"Earth A.D. / Die, Die My Darling",Wolfs Blood,3jxTJC0UV5m49yKUQ6PXF6,0.281,0.945,11,-13.624,1,0.0665,0.0,0.391,0.0553,125.547,73040,4
Misfits,1cXi8ALPQCBHZbf0EgP4Ey,37,"Earth A.D. / Die, Die My Darling",Green Hell,78as3aVS0SatFl58MQLx0N,0.266,0.924,11,-14.149,0,0.0755,5.23e-05,0.227,0.15,194.264,113133,4
Misfits,1cXi8ALPQCBHZbf0EgP4Ey,39,"Earth A.D. / Die, Die My Darling",Bloodfeast,3zrZZg0BYRG99CuvTp984O,0.18,0.855,2,-13.968,1,0.247,0.000939,0.0634,0.192,199.86,149733,4
Misfits,1cXi8ALPQCBHZbf0EgP4Ey,29,"Earth A.D. / Die, Die My Darling",Hellhound,0LCScFFPovdeksTKzpDmjZ,0.311,0.926,11,-12.85,1,0.157,0.0,0.377,0.136,115.658,76267,3
Misfits,1cXi8ALPQCBHZbf0EgP4Ey,38,Static Age,Static Age,3K40yXUifZh7dyPrEpgEPI,0.425,0.942,11,-9.018,0,0.0622,0.587,0.346,0.511,133.98,107333,4
Misfits,1cXi8ALPQCBHZbf0EgP4Ey,38,Static Age,TV Casualty,3e3wykf7sgmG6GWKORfMHd,0.47,0.977,8,-8.37,1,0.0576,0.884,0.255,0.461,135.207,143587,4
Misfits,1cXi8ALPQCBHZbf0EgP4Ey,42,Static Age,Teenagers From Mars,5bHzB3Z0RwskcP2bWMSBuh,0.347,0.945,4,-9.165,1,0.0469,0.648,0.168,0.462,164.606,170707,4
Misfits,1cXi8ALPQCBHZbf0EgP4Ey,34,Static Age,Hollywood Babylon,6FVci82gXravDnKkFeNZt5,0.515,0.957,11,-9.993,0,0.0452,0.549,0.163,0.684,159.836,140133,4
Misfits,1cXi8ALPQCBHZbf0EgP4Ey,32,Static Age,Theme For A Jackal - C.I. Recording 1978,7u1b1O4TBR9BytsoUOOrkr,0.327,0.946,0,-8.41,0,0.101,0.823,0.129,0.406,159.26,160893,4
Misfits,1cXi8ALPQCBHZbf0EgP4Ey,33,Static Age,Spinal Remains - C.I. Recording 1978,0ADos2DkubtGWEkNBtv9Nl,0.237,0.938,0,-5.677,1,0.0584,0.36,0.0951,0.634,204.68,87467,4
Misfits,1cXi8ALPQCBHZbf0EgP4Ey,40,Static Age,In The Doorway - C.I. Recording 1978,0maokL8quBHmsMn5JMef7T,0.315,0.949,9,-7.412,0,0.0519,0.705,0.534,0.75,147.735,84733,4
Misfits,1cXi8ALPQCBHZbf0EgP4Ey,28,American Psycho,Abominable Dr. Phibes,1UVYOpOJifm3vx0jGvVXxE,0.167,0.452,3,-10.482,1,0.06,0.622,0.0815,0.105,74.766,101827,3
Misfits,1cXi8ALPQCBHZbf0EgP4Ey,39,American Psycho,Speak Of The Devil,2E5Y36CkQwRC06BCgaZTOo,0.515,0.991,1,-4.546,0,0.129,0.0,0.345,0.05,107.988,107667,4
Misfits,1cXi8ALPQCBHZbf0EgP4Ey,31,American Psycho,The Hunger,0c25djTRF2thMWLIVb6rxI,0.429,0.978,10,-6.805,0,0.106,0.000245,0.107,0.0881,112.088,103507,4
Misfits,1cXi8ALPQCBHZbf0EgP4Ey,33,American Psycho,From Hell They Came,34v65Mqjr7e2qJUCpsmhJk,0.412,0.978,11,-5.741,1,0.0667,0.0,0.204,0.246,107.896,136667,4
Misfits,1cXi8ALPQCBHZbf0EgP4Ey,31,American Psycho,Blacklight,2Xvlnir9F2rcA24mom1Cti,0.406,0.972,11,-4.604,1,0.102,0.0176,0.159,0.147,99.547,87707,4
Misfits,1cXi8ALPQCBHZbf0EgP4Ey,34,American Psycho,Resurrection,6JaXxogDySzTNQjlwz2e7Z,0.468,0.92,1,-6.663,1,0.0868,3.75e-06,0.0691,0.411,108.991,89693,4
Misfits,1cXi8ALPQCBHZbf0EgP4Ey,30,American Psycho,This Island Earth,1oDBf9r74ja5qfZDubI6gg,0.504,0.992,1,-5.316,1,0.112,1.66e-05,0.186,0.131,114.122,135440,4
Misfits,1cXi8ALPQCBHZbf0EgP4Ey,29,American Psycho,Day Of The Dead,1WAK9ZhilhqJLJZCa0HsBp,0.473,0.953,1,-6.829,1,0.117,0.000544,0.104,0.356,113.04,110000,4
Misfits,1cXi8ALPQCBHZbf0EgP4Ey,30,American Psycho,Mars Attacks,3HYmLObOLYBPNa5wbIcO7A,0.474,0.976,1,-7.742,0,0.0867,0.00757,0.0783,0.21,99.965,148000,4
Misfits,1cXi8ALPQCBHZbf0EgP4Ey,31,American Psycho,"Hate The Living, Love The Dead",6J5mgB2v4ZGFQr7jTDihZS,0.449,0.984,8,-6.307,1,0.143,0.00651,0.373,0.253,115.254,96800,4
Misfits,1cXi8ALPQCBHZbf0EgP4Ey,32,American Psycho,Don't Open 'Til Doomsday,4nmmegfQioSb9zSwysbA86,0.269,0.00339,10,-5.641,0,0.0515,0.000188,0.0417,0.89,118.123,478560,4
Misfits,1cXi8ALPQCBHZbf0EgP4Ey,36,Famous Monsters,Kong at the Gates,0i77bl9wK8NZVWqSsFMqZG,0.447,0.476,1,-9.223,1,0.0346,0.788,0.114,0.482,100.86,83110,4
Misfits,1cXi8ALPQCBHZbf0EgP4Ey,49,Famous Monsters,Forbidden Zone,5VIrpNXjaOTI4Lj6aWotrO,0.487,0.988,1,-4.672,1,0.0644,0.000513,0.149,0.326,114.991,142983,4
Misfits,1cXi8ALPQCBHZbf0EgP4Ey,41,Famous Monsters,Lost in Space,2cSBIFvZ9aRCFf1IJNhkAG,0.361,0.985,4,-4.44,1,0.126,5.52e-05,0.26,0.237,143.14,148069,4
Misfits,1cXi8ALPQCBHZbf0EgP4Ey,39,Famous Monsters,The Crawling Eye,2VMIf4MArKmq8nFKFOhqyj,0.423,0.982,1,-4.736,1,0.15,1.13e-05,0.135,0.124,113.543,142755,4
Misfits,1cXi8ALPQCBHZbf0EgP4Ey,38,Famous Monsters,Witch Hunt,4D8YJvVzmRsj3zBEOh1T4q,0.321,0.986,2,-5.732,1,0.0735,0.586,0.202,0.294,195.771,91800,4
Misfits,1cXi8ALPQCBHZbf0EgP4Ey,40,Famous Monsters,Pumpkinhead,6WuJV4sF3LRFoG3hNUigaP,0.438,0.977,1,-6.584,1,0.138,1.83e-06,0.132,0.157,107.197,136040,4
Misfits,1cXi8ALPQCBHZbf0EgP4Ey,39,Famous Monsters,Die Monster Die,6o1NAtgDLad4mx5P6YU7vY,0.355,0.988,8,-4.452,1,0.119,0.000258,0.0852,0.401,157.2,121302,4
Misfits,1cXi8ALPQCBHZbf0EgP4Ey,38,Famous Monsters,Hunting Humans,74gsIRG7wSRfLMFcJngFBF,0.434,0.992,10,-4.611,1,0.123,0.133,0.11,0.169,113.499,126154,4
Misfits,1cXi8ALPQCBHZbf0EgP4Ey,38,Famous Monsters,Living Hell,4583YTi4kN16MJr50qcSfz,0.416,0.991,1,-5.626,1,0.15,0.0379,0.079,0.0859,128.274,174098,4
Misfits,1cXi8ALPQCBHZbf0EgP4Ey,34,Famous Monsters,Kong Unleashed,1Cwcwri8fB0Li6PJqgBX2I,0.267,0.49,10,-12.333,0,0.098,0.923,0.124,0.418,94.485,45467,4
Grey Daze,1OPyWvWWkx18pqGjugyxrl,40,Amends,Sickness,7IWU82hXEn37Uu5Xm3oYlA,0.515,0.923,7,-4.211,1,0.066,0.00309,0.211,0.309,85.968,171933,4
The Pretty Reckless,2R57sY41L9XvGPiIgHOaYq,0,Death By Rock And Roll,Death By Rock And Roll,0ThYrwnekhJLSJBiGPD1L7,0.493,0.943,4,-3.321,1,0.0608,0.00897,0.134,0.493,96.997,234476,4
Plain White T's,1g1yxsNVPhMUl9GrMjEb2o,22,Stop,What If,4naSpxM9A529NBM28cCFhM,0.281,0.889,8,-5.021,1,0.0933,0.0,0.347,0.634,102.468,171267,4
Mustard Service,7kAZYW5e5hQHYGQ0XHYhns,39,C'est la Vie,Daddy Dookie Brown,7J63kwfO27pdDpHzrP1HVm,0.79,0.396,9,-8.786,0,0.0727,0.0,0.129,0.166,77.475,229713,4
Mustard Service,7kAZYW5e5hQHYGQ0XHYhns,40,C'est la Vie,Fin,1VF93kyQoBYMhWrafNp6AA,0.607,0.43,9,-8.219,1,0.0302,0.00241,0.142,0.281,114.773,281419,3
Megadeth,1Yox196W7bzVNZI7RBaPnf,29,The World Needs a Hero,Burning Bridges,6psOTC94r9H9uz0iUhDXlP,0.255,0.942,0,-4.828,1,0.135,0.322,0.11,0.34,163.839,320272,4
Anti Cimex,1mLYahiL1Os2Ill7PRkldB,21,Raped Ass,When the Innocent Die,2ZgnFErwDfv1EDKEX5IOSx,0.138,0.917,0,-7.88,1,0.0651,0.46,0.0962,0.0286,141.209,134629,3
Misfits,1cXi8ALPQCBHZbf0EgP4Ey,30,Walk Among Us,Night of the Living Dead,0x6o7Iv40llGIDdrlFAkAW,0.451,0.902,0,-11.641,1,0.0433,0.0,0.439,0.579,108.216,118400,4
The Exploited,6NB4b8lltHCjOhW7vQZkAy,20,Fuck the System,Violent Society,30j1pxwTp6MDyJ6UEcBZEB,0.224,0.981,7,-4.38,1,0.165,0.0341,0.0872,0.116,173.54,134333,4
No Cash,4MOHUlIj5nfvYIHEHRRHce,19,Run Your Pockets,Pierce The Gates,2XyLcKVKx8cqmM3xz8mNcy,0.425,0.902,9,-6.369,0,0.0821,0.667,0.386,0.533,112.072,237013,4
Wisdom In Chains,4dtEJEODoOpnmnjnsNDaSd,37,Everything You Know,Chasing the Dragon,4MJkV5HQSuaLxFgM7yvTiy,0.268,0.997,0,-2.096,1,0.211,0.637,0.153,0.155,124.289,203440,4
Atrocity Solution,4blwtEkSF6LgfSJCY0kYfv,13,Tomorrow's Too Late,Down The Alleyway,2hlvs14E4kI2CsrP76s0Nc,0.543,0.935,8,-4.501,1,0.0777,0.00012,0.0657,0.723,112.517,256080,4
The Infested,42ZTPxJukaCRQuMjmxVJo4,25,"Myths, Lies & Hypocrites",Friends/Mistakes,2VyjnelczV9AQtWf3WLure,0.68,0.955,8,-0.744,1,0.128,0.000353,0.223,0.164,107.53,228520,4
The Krays,6T8ezxUDPKn5RWz0sgQCkT,0,Charged Minds - EP,Sold Out Traitor,5rxuiomn8fKBq1P9armeou,0.487,0.958,11,-4.019,0,0.182,0.683,0.127,0.675,112.942,112120,4
Link 80,0mEmjvBVNeqQJV4zC04ijE,32,17 Reasons,Verbal Kint,3p8DZMk20yKOKNr0B1CKaf,0.574,0.93,2,-6.958,0,0.0494,0.0,0.0386,0.842,95.915,120053,4
Various Artists,0yqupKw0GMDWXHpsxCPysY,19,Hardcore Tales from the Pit,Give Me Fire,45I5MHtUX2GrssqQNeG6zD,0.371,0.957,9,-4.593,1,0.0653,3.9e-05,0.109,0.552,78.839,171787,4
Lower Class Brats,6jYhZnIHndJo7eYeC9DWwO,22,Rather Be Hated Than Ignored,Who Writes Your Rules?,3b4sREeZM4knMRcIqyHVXM,0.485,0.797,4,-5.81,0,0.0932,0.0,0.376,0.856,166.815,165047,4
Random Conflict,6hvoAg6HGdcS3Y3OxItAXK,0,Annihilation Generation,Antisocial,6eVkzk2OsM6uL826HObCkd,0.265,0.953,4,-6.941,0,0.0848,0.252,0.44,0.438,170.239,165983,4
Random Conflict,6hvoAg6HGdcS3Y3OxItAXK,0,Annihilation Generation,Sad to See You,5heoPlQsjuSpPiNXyfeZTJ,0.415,0.972,9,-4.255,0,0.0564,0.0671,0.429,0.839,95.291,111831,4
Random Conflict,6hvoAg6HGdcS3Y3OxItAXK,0,New World Order,Whore,3gObZ4p0q9QVMuJs6VUpxC,0.284,0.937,5,-7.465,0,0.0627,0.000582,0.312,0.797,166.608,79857,4
Random Conflict,6hvoAg6HGdcS3Y3OxItAXK,0,New World Order,Loser,3yRsYyafBvVDz4PnULZPrB,0.249,0.875,9,-8.833,1,0.255,0.000147,0.866,0.464,165.652,115410,4
Random Conflict,6hvoAg6HGdcS3Y3OxItAXK,0,New World Order,Tell Me Why,5mGk3xSFvH6ycbsOWVZLHZ,0.297,0.942,2,-9.705,1,0.117,0.101,0.336,0.252,171.176,150597,3
Sepultura,6JW8wliOEwaDZ231ZY7cf4,53,Arise,Arise,1erRDf98WX0VllciGPYO1H,0.372,0.961,9,-6.765,0,0.0931,0.0548,0.0916,0.159,115.336,198227,4
Ministry,1DXylZlWbVvlckNqwvjTEt,23,With Sympathy,She's Got A Cause,7egy6hHc1qQanFdrW028IO,0.685,0.494,2,-12.32,1,0.0478,0.00366,0.0915,0.953,163.417,213973,4
Ministry,1DXylZlWbVvlckNqwvjTEt,22,With Sympathy,Should Have Known Better,44dE5N12MBPucqQIlQLJa1,0.847,0.634,7,-12.758,0,0.0407,0.0973,0.0601,0.982,131.187,268600,4
Ministry,1DXylZlWbVvlckNqwvjTEt,29,With Sympathy,Say You're Sorry,60nqbqfajEWqh59fqVCvIf,0.569,0.543,4,-12.159,0,0.0289,2.13e-06,0.11,0.795,130.643,256533,4
Ministry,1DXylZlWbVvlckNqwvjTEt,23,With Sympathy,What He Say,6r4JtaGh565nECHSCdHrf1,0.774,0.79,0,-11.305,1,0.0614,0.0144,0.169,0.815,106.471,244800,4
Ministry,1DXylZlWbVvlckNqwvjTEt,24,With Sympathy,Here We Go,3q1fKnwxihUUiiQTkUuSua,0.471,0.836,9,-10.398,0,0.0475,0.000213,0.36,0.79,129.775,201960,4
Ministry,1DXylZlWbVvlckNqwvjTEt,36,With Sympathy,Work for Love,5E6bjaFJZszZHSphdOPHpE,0.789,0.602,9,-12.335,0,0.039,0.00378,0.368,0.948,107.659,283667,4
Ministry,1DXylZlWbVvlckNqwvjTEt,35,With Sympathy,I Wanted To Tell Her,5dkUNxKeFjwbQr4y4LpUFX,0.753,0.576,0,-10.932,1,0.0715,1.23e-05,0.105,0.823,119.571,329293,4
Ministry,1DXylZlWbVvlckNqwvjTEt,41,With Sympathy,Effigy (I'm Not An),4V6KKSNh9d9DUZ0UyPdG3z,0.615,0.576,0,-11.272,1,0.0329,0.0109,0.209,0.784,124.271,231693,4
Sex Gang Children,3tiiwyBskzJAqYXZev7OjF,21,Song and Legend,The Crack Up,3GD0nrIjpNhY6x8KmXFT3C,0.234,0.924,6,-6.219,1,0.104,0.00517,0.213,0.349,187.743,220874,4
Sex Gang Children,3tiiwyBskzJAqYXZev7OjF,17,The Singles 1982-1984,Beasts,3vpSygVE5jdHfwhLAMxbq0,0.136,0.855,2,-5.506,1,0.0376,0.437,0.33,0.24,80.516,252680,4
Sex Gang Children,3tiiwyBskzJAqYXZev7OjF,24,The Singles 1982-1984,Deiche,0iaijSh55qg3rGdANiVMxD,0.763,0.74,6,-9.811,0,0.0322,0.77,0.0848,0.855,133.374,270987,4
The Danse Society,0WkypWGtWi9gAlB6aIKESl,2,Seduction (The Society Collection),We're So Happy,3gjLdLHagRcSIbkQYI4zAe,0.203,0.834,2,-11.597,0,0.0652,0.0356,0.0871,0.191,135.009,312253,4
Various Artists,78OgxRnIdBCdFBmKhP2Fz2,30,This is Gothic - the Bat Cave Anthology,Promised Land (7” Version),1L58AYyxnHD112zTspYFj3,0.155,0.903,9,-6.089,1,0.0594,0.154,0.111,0.136,169.604,290267,4
Alien Sex Fiend,6WVnBgqJfj9Iw9gpBed9fJ,0,The Best Of Alien Sex Fiend,Now I'm Feeling Zombiefied,01yCbruLIU8PXT8zwBb4ad,0.645,0.899,9,-9.914,1,0.0649,0.197,0.195,0.508,148.21,317707,4
Type O Negative,0blJzvevdXrp21YeI2vbco,38,Bloody Kisses,Set Me on Fire,4iwRcNfL0VqwUNtbSQ0hZL,0.399,0.904,9,-7.491,1,0.0877,0.172,0.162,0.518,103.016,209613,4
Joy Division,432R46LaYsJZV2Gmc4jUV5,0,Closer,Decades - 2007 Remaster,5sQ6ETCq6U2RZfRAFDepaW,0.572,0.538,0,-9.206,1,0.0459,0.511,0.142,0.436,107.089,374413,4
Christian Death,6mEohczxsctzkEIU0WAeWD,34,Only Theatre of Pain,Cavity - First Communion,1UNPhyVMPovKpx5CkAG34g,0.148,0.861,2,-9.127,1,0.0833,0.0,0.266,0.0577,170.125,247413,4
Skeletal Family,78OgxRnIdBCdFBmKhP2Fz2,0,Best Of...,So Sure,3XHAtjNIOHqr35qu9xPwNH,0.492,0.607,0,-14.914,1,0.0415,0.268,0.0938,0.476,156.445,420267,4
Clan of Xymox,1wHmR7I0UlF58WFQexCPha,0,Medusa,Back Door,15203I2JPfCwRDHB7ar74d,0.56,0.738,0,-11.675,0,0.0441,0.196,0.128,0.564,125.586,292093,4
Clan of Xymox,1wHmR7I0UlF58WFQexCPha,0,Medusa,Louise,0r4QoxBnYj3ZEJFQBNOsPY,0.481,0.517,5,-12.593,0,0.0329,0.0257,0.271,0.414,126.425,317773,4
Sex Gang Children,3tiiwyBskzJAqYXZev7OjF,36,Song and Legend,Sebastiane,48Val8qkmAPc5VQjhaIMOT,0.348,0.759,0,-6.094,1,0.0465,3.49e-06,0.13,0.592,127.416,193720,3
The Danse Society,0WkypWGtWi9gAlB6aIKESl,5,Seduction (The Society Collection),Somewhere,6AqzHdj8Wlokm62tmFwG1D,0.38,0.799,2,-11.623,0,0.0407,0.586,0.175,0.509,144.136,260747,4
Ministry,1DXylZlWbVvlckNqwvjTEt,39,With Sympathy,Revenge,2IRdmtMgRc2o0g4q59T3dz,0.64,0.765,9,-10.497,0,0.0312,0.00168,0.144,0.399,124.701,228840,4
Echo & the Bunnymen,0fgYKF9Avljex0L9Wt5b8Z,55,Echo & The Bunnymen,Lips Like Sugar,3Oa8vnNXStoOHLbJwwMEDP,0.552,0.934,4,-4.039,1,0.0299,0.0212,0.258,0.863,130.001,291866,4
Skeletal Family,78OgxRnIdBCdFBmKhP2Fz2,0,Best Of...,She Cries Alone,2bA2N4TiXPyx7UwzQlypVP,0.37,0.836,9,-11.61,1,0.0614,0.747,0.11,0.218,145.427,318000,4
Clan of Xymox,1wHmR7I0UlF58WFQexCPha,40,Creatures,Jasmine And Rose,2C12pNOTjJBPeM6e7aJ0LJ,0.592,0.824,3,-9.307,1,0.0333,0.0256,0.211,0.554,131.94,345547,4
Bauhaus,5N5tQ9Dx1h8Od7aRmGj7Fi,0,In The Flat Field,Double Dare,5p2cYrF8OIGKfFNbybJDyn,0.426,0.962,0,-9.916,1,0.119,0.48,0.134,0.0993,96.362,294200,4
Sisters of Mercy,4HxBVyHaUa60eCSsJWxwWR,38,First and Last and Always,Walk Away,7o3wwWcDjjzY4T5YJdQ7Al,0.542,0.96,9,-10.239,0,0.0446,0.796,0.109,0.592,136.403,204187,4
Alien Sex Fiend,6WVnBgqJfj9Iw9gpBed9fJ,0,The Best Of Alien Sex Fiend,Dead And Buried,6gnCRUBKTnVGRKzeLq73Hi,0.272,0.893,8,-7.943,0,0.22,0.0816,0.154,0.511,169.292,245293,4
Sisters of Mercy,4HxBVyHaUa60eCSsJWxwWR,44,Some Girls Wander by Mistake,Alice,4PbxSwW7CxxYIFINPjuTnd,0.501,0.67,11,-7.683,0,0.0589,0.869,0.0928,0.504,146.204,214936,4
Joy Division,432R46LaYsJZV2Gmc4jUV5,0,Closer,A Means to an End - 2007 Remaster,5WKJ9cG2HTSDAay4Ig8728,0.655,0.786,9,-7.946,0,0.0287,0.576,0.0527,0.752,130.549,249000,4
Joy Division,432R46LaYsJZV2Gmc4jUV5,0,Closer,Atrocity Exhibition - 2007 Remaster,3X4rKQSuBr72wl90yOdx3J,0.565,0.767,9,-7.348,1,0.052,0.0438,0.0765,0.787,126.435,364760,4
Joy Division,432R46LaYsJZV2Gmc4jUV5,0,Unknown Pleasures,New Dawn Fades - 2007 Remaster,5kDqGHyvDEvHgMRjQImFNq,0.387,0.525,2,-9.634,1,0.035,0.769,0.251,0.258,78.339,291706,4
Joy Division,432R46LaYsJZV2Gmc4jUV5,0,Unknown Pleasures,Insight - 2007 Remaster,3fKwZ4VianLX1c7XsaUlUw,0.636,0.476,2,-12.582,1,0.0348,0.805,0.522,0.164,131.22,266280,4
Depeche Mode,762310PdDnwsDxAQxzQkfX,48,Music for the Masses (2006 Remaster),Strangelove - 2006 Remaster,5FkW4djGNgTOL1yyXKq73H,0.66,0.802,4,-7.889,0,0.043,0.00749,0.186,0.646,118.9,296680,4
Skinny Puppy,5Mu0EMEsUIVE132pNMywns,4,Remission,Smothered Hope,2Yfo6l7z6Lu6ssyaRCw9VS,0.65,0.547,9,-15.099,0,0.0598,0.000557,0.0823,0.602,118.444,314533,4
Christian Death,6mEohczxsctzkEIU0WAeWD,11,Sex & Drugs & Jesus Christ,This Is Heresy,7hWQKE9580Ad7VB0v86Md7,0.561,0.581,1,-11.799,1,0.114,0.00814,0.0843,0.402,120.54,262973,3
Peter Murphy,7zeHJIIfNStVfxlbT72UwY,0,Deep,A Strange Kind of Love (Version One),2vInkApeMMPyaMHD2PSp6J,0.467,0.255,4,-16.0,0,0.0314,0.000531,0.126,0.205,127.739,228067,4
Depeche Mode,762310PdDnwsDxAQxzQkfX,57,Sounds of the Universe (Deluxe),Wrong,1EpjMVaoloW4sLIdfVD6P8,0.517,0.876,11,-3.276,0,0.0362,0.0,0.247,0.236,81.866,193680,4
Peter Murphy,7zeHJIIfNStVfxlbT72UwY,0,Cascade,I'll Fall With Your Knife,3hEtmOmYHMCF72BcYIVpt7,0.686,0.528,9,-10.282,1,0.0257,0.00261,0.0854,0.525,97.856,271867,4
Specimen,16ulVVpMo81yQAQTvUqDjm,17,Azoic,Tell Tail,5rZl54rG5ZAYt6MTeIDaWT,0.576,0.568,11,-9.743,1,0.0493,0.000333,0.0742,0.438,145.886,227040,4
The Smiths,3yY2gUcIsjMr8hjo51PoJ8,68,The Queen Is Dead,Bigmouth Strikes Again - 2011 Remaster,2OErSh4oVVAUll0vHxdr6p,0.401,0.901,1,-5.011,0,0.041,0.0,0.538,0.839,134.799,193320,4
The Damned,6VeL8VhaMjHTPc5uovFl3h,52,Anything,Alone Again Or,34dAKRy0pfwYylW7ivoOgy,0.318,0.628,2,-10.869,1,0.0311,0.00435,0.143,0.262,177.036,218440,4
Depeche Mode,762310PdDnwsDxAQxzQkfX,48,Catching Up with Depeche Mode,Shake the Disease,7L2iZa0yNoW8DSwCs2OAw3,0.618,0.373,2,-18.621,0,0.0296,0.00599,0.0995,0.649,117.038,285400,4
Echo & the Bunnymen,0fgYKF9Avljex0L9Wt5b8Z,31,Songs to Learn & Sing,Seven Seas,12maf90mN4yxw03BTVHK9H,0.564,0.572,0,-14.203,1,0.0364,0.000214,0.248,0.761,134.55,198333,4
Siouxsie and the Banshees,1n65zfwYIj5kKEtNgxUlWb,45,Hyaena (Remastered And Expanded),Dazzle,7bnCNRtPeex7J5vU7gWJ7t,0.299,0.898,10,-7.771,1,0.075,0.173,0.202,0.0621,143.522,331307,4
Siouxsie and the Banshees,1n65zfwYIj5kKEtNgxUlWb,42,A Kiss In The Dreamhouse,Cascade,5OlUDa8cRbDqw9f5A0OKRA,0.197,0.837,2,-4.567,0,0.0629,7.49e-05,0.103,0.138,186.758,265640,4
Siouxsie and the Banshees,1n65zfwYIj5kKEtNgxUlWb,49,Juju,Monitor,1gnZ2VCdVUHSgiBKrzdeK8,0.461,0.836,7,-6.518,1,0.035,3.31e-05,0.414,0.27,95.84,334667,4
The Damned,6VeL8VhaMjHTPc5uovFl3h,0,Phantasmagoria (Remastered & Expanded),Street Of Dreams,5FWm2PZnSFU4zUumOIe6jN,0.41,0.85,9,-9.643,0,0.0569,0.0366,0.11,0.419,154.932,337907,4
Fields Of The Nephilim,3m8KqUjgKDwmJ9L9uBHMMs,0,Dawnrazor,Slow Kill,3AKzRH32S4Jc5Ge4RFp5WG,0.296,0.547,4,-15.115,0,0.0327,0.0136,0.372,0.49,148.775,224360,4
The Smiths,3yY2gUcIsjMr8hjo51PoJ8,59,Louder Than Bombs,This Night Has Opened My Eyes - 2011 Remaster,2Yf0HjCklkx54C4wQzhvzH,0.696,0.628,2,-8.407,1,0.0274,0.428,0.272,0.701,100.038,221533,4
The Smiths,3yY2gUcIsjMr8hjo51PoJ8,48,Louder Than Bombs,Unloveable - 2011 Remaster,27r5xwtP8VRqdkeWfaEtQ9,0.626,0.518,2,-7.634,1,0.0225,0.0378,0.0794,0.555,97.212,236667,4
The Smiths,3yY2gUcIsjMr8hjo51PoJ8,51,Louder Than Bombs,"Please, Please, Please, Let Me Get What I Want - 2011 Remaster",1oA0tDRFjY5xoNDXuMBGGA,0.241,0.468,2,-9.579,1,0.0272,0.0,0.161,0.451,91.581,112707,3
The Smiths,3yY2gUcIsjMr8hjo51PoJ8,72,Louder Than Bombs,Back to the Old House - 2011 Remaster,6LUGvXEAK8WxIBYK43uoTb,0.626,0.488,2,-7.805,1,0.0253,0.000188,0.141,0.404,104.13,186627,3
The Smiths,3yY2gUcIsjMr8hjo51PoJ8,45,Louder Than Bombs,Rubber Ring - 2011 Remaster,0FNWkaLLOL5mPJom4O0ICu,0.535,0.721,4,-5.54,0,0.054,0.00943,0.288,0.84,137.621,228293,4
The Smiths,3yY2gUcIsjMr8hjo51PoJ8,59,Louder Than Bombs,Ask - 2011 Remaster,2AdRSHeYmDGMrgIfiS2w7K,0.453,0.986,7,-5.768,1,0.119,0.0,0.422,0.455,166.594,198147,4
The Smiths,3yY2gUcIsjMr8hjo51PoJ8,68,Louder Than Bombs,Heaven Knows I'm Miserable Now - 2011 Remaster,1H5N26VqHR4JhuaRKY2I0u,0.609,0.759,6,-4.862,1,0.0276,0.0,0.183,0.774,114.045,215760,4
The Smiths,3yY2gUcIsjMr8hjo51PoJ8,62,Louder Than Bombs,Panic - 2011 Remaster,64D3dzWyj0GpQT1AHx4kbK,0.53,0.861,7,-4.67,1,0.0372,0.0177,0.0857,0.844,130.476,140507,4
The Smiths,3yY2gUcIsjMr8hjo51PoJ8,60,The Queen Is Dead,Cemetry Gates - 2011 Remaster,03yOjwHoOPDlTUg0NRxN6t,0.55,0.796,7,-7.007,1,0.0306,0.0,0.222,0.622,105.354,161040,4
The Smiths,3yY2gUcIsjMr8hjo51PoJ8,65,The Queen Is Dead,I Know It's Over - 2011 Remaster,3M2bD9SMYnJIPdrTKUnBd3,0.407,0.424,0,-10.583,1,0.0318,0.0,0.234,0.404,113.311,349187,3
The Smiths,3yY2gUcIsjMr8hjo51PoJ8,53,The Queen Is Dead,The Queen Is Dead - 2011 Remaster,03ZwNF6FTvazNuOXNQf8k8,0.513,0.898,4,-6.242,1,0.0524,0.0212,0.791,0.61,140.452,387147,4
The Cure,7bu3H8JO7d0UbMoVzbo70s,36,Seventeen Seconds,A Forest - 2006 Remaster,4Ud8b4RuD5NGQOdK2AGAUJ,0.633,0.62,0,-11.271,1,0.0648,0.605,0.0977,0.421,81.117,354933,4
The Cure,7bu3H8JO7d0UbMoVzbo70s,47,Seventeen Seconds,Play for Today - 2006 Remaster,1PnQ1sK77wMXagGDhwfBdY,0.676,0.839,11,-8.775,0,0.0752,0.0164,0.1,0.855,80.417,220640,4
The Cure,7bu3H8JO7d0UbMoVzbo70s,43,Pornography,One Hundred Years - 2005 Remaster,6o8bpkuFMRS2b25Vui9aDC,0.436,0.881,7,-5.998,1,0.0439,0.509,0.108,0.262,132.59,401000,4
The Cure,7bu3H8JO7d0UbMoVzbo70s,42,Pornography,Cold - 2005 Remaster,3XerBkjkILRc48huk5NkLG,0.473,0.832,10,-5.841,0,0.0283,0.498,0.101,0.238,100.881,266573,4
